3 sequence; length of alignment 71
alifold output
   30    69  0  99.0%   0.041 CG:3   
   33    66  0  98.9%   0.046 CG:3   
   32    67  0  98.9%   0.046 AU:3   
   31    68  0  98.9%   0.043 AU:3   
   29    70  0  93.5%   0.222 UA:3   
   34    65  0  92.5%   0.284 UA:3   
   38    60  0  88.6%   0.331 CG:3   
   37    61  0  87.9%   0.388 UG:3   
   36    62  0  86.0%   0.443 AU:3   
   44    55  0  85.5%   0.625 CG:3   
   43    56  0  84.9%   0.813 AU:3   
    5    25  0  80.7%   0.544 CG:3   
    6    24  0  80.7%   0.528 GC:3   
   39    59  0  80.4%   0.533 AU:3   
    7    23  0  79.8%   0.544 UA:3   
   42    57  0  75.8%   0.869 UG:3   
    8    22  0  72.0%   0.730 GU:3   
   28    71  0  67.7%   1.086 AU:3   
    4    26  0  61.7%   0.895 GU:3   
   13    19  0  39.9%   1.699 GC:3    +
   12    20  0  36.9%   1.656 GU:3    +
   14    19  0  19.7%   1.964 GC:3   
   13    20  0  19.4%   2.116 GU:3   
   12    19  0  18.0%   1.033 GC:3    +
   12    21  0  16.9%   1.841 GU:3   
   14    18  0  16.8%   1.215 GU:3    +
    9    23  0  16.7%   1.084 UA:3    +
   10    22  0  16.6%   1.474 AU:3    +
    8    24  0  16.6%   1.323 GC:3    +
    4    27  0  14.0%   1.124 GC:3    +
   13    18  0  11.3%   0.826 GU:3    +
    7    25  0  11.2%   1.091 UG:3    +
    3    28  0   7.5%   0.658 UA:3    +
   42    55  0   6.5%   0.591 UG:3    +
   41    56  0   6.5%   0.595 AU:3    +
   43    54  0   5.7%   0.546 AU:3    +
    6    27  0   5.6%   0.985 GC:3    +
   10    21  0   5.5%   0.668 AU:3    +
   10    20  0   4.8%   0.475 AU:3    +
   40    59  0   3.9%   0.574 AU:3    +
   38    61  0   3.6%   0.620 CG:3    +
   38    63  0   2.3%   0.532 CG:3    +
   39    62  0   2.1%   0.597 AU:3    +
   14    20  0   1.9%   1.692 GU:3    +
   15    19  0   1.8%   1.243 GC:3    +
   37    64  0   1.8%   0.406 UG:3    +
   13    21  0   1.8%   1.644 GU:3    +
    2    28  0   1.1%   0.176 UA:3    +
   53    60  0   1.1%   0.357 CG:3    +
   52    61  0   1.1%   0.518 CG:3    +
   46    54  0   1.0%   0.404 AU:3    +
    6    26  0   0.9%   0.606 GU:3    +
   12    17  0   0.9%   0.168 GU:3    +
   12    18  0   0.8%   0.189 GU:3    +
   44    61  0   0.8%   0.550 CG:3    +
   45    60  0   0.8%   0.262 UG:3    +
   46    51  0   0.8%   0.174 AU:3    +
    9    57  0   0.8%   0.418 UG:3    +
    8    58  0   0.8%   0.685 GC:3    +
   10    56  0   0.8%   0.784 AU:3    +
    5    61  0   0.7%   0.309 CG:3    +
    4    62  0   0.7%   0.687 GU:3    +
   43    62  0   0.7%   0.687 AU:3    +
   46    59  0   0.7%   0.548 AU:3    +
   12    27  0   0.7%   1.686 GC:3    +
   13    26  0   0.7%   1.503 GU:3    +
   15    24  0   0.7%   0.709 GC:3    +
   11    55  0   0.7%   0.196 UG:3    +
   12    22  0   0.7%   1.710 GU:3    +
    3    63  0   0.7%   0.320 UG:3    +
    2    64  0   0.6%   0.170 UG:3    +
   11    16  0   0.6%   0.124 UA:3    +
   12    54  0   0.6%   1.256 GU:3    +
    1    65  0   0.6%   0.101 UA:3    +
   13    53  0   0.6%   1.163 GC:3    +
   34    64  0   0.5%   0.132 UG:3    +
   42    63  0   0.5%   0.627 UG:3    +
   14    52  0   0.5%   0.803 GC:3    +
   10    17  0   0.5%   0.080 AU:3    +
   11    28  0   0.5%   0.403 UA:3    +
   13    17  0   0.4%   0.152 GU:3    +
   41    59  0   0.4%   0.573 AU:3    +
   48    55  0   0.4%   0.439 UG:3    +
   47    56  0   0.4%   0.475 AU:3    +
   17    50  0   0.3%   0.169 UA:3    +
   16    51  0   0.3%   0.160 AU:3    +
   12    24  0   0.3%   1.632 GC:3    +
   11    25  0   0.3%   0.521 UG:3    +
   10    26  0   0.3%   1.031 AU:3    +
   15    52  0   0.3%   0.248 GC:3    +
    8    27  0   0.3%   1.038 GC:3    +
   10    29  0   0.3%   0.713 AU:3    +
   44    57  0   0.2%   0.436 CG:3    +
   47    54  0   0.2%   0.332 AU:3    +
   15    51  0   0.2%   0.203 GU:3    +
    5    12  0   0.2%   0.040 CG:3    +
   38    64  0   0.2%   0.493 CG:3    +
   48    57  0   0.2%   0.343 UG:3    +
   50    62  0   0.2%   0.386 AU:3    +
   11    23  0   0.2%   0.555 UA:3    +
   49    63  0   0.2%   0.236 UG:3    +
   14    53  0   0.2%   0.817 GC:3    +
    3    14  0   0.2%   0.038 UG:3    +
    2    15  0   0.2%   0.035 UG:3    +
   48    64  0   0.2%   0.248 UG:3    +
    7    28  0   0.2%   0.711 UA:3    +
   10    18  0   0.2%   0.059 AU:3    +
   41    48  0   0.2%   0.046 AU:3    +
   22    46  0   0.2%   0.632 UA:3    +
   40    49  0   0.2%   0.042 AU:3    +
   23    45  0   0.2%   0.529 AU:3    +
   52    64  0   0.2%   0.301 CG:3    +
   53    63  0   0.2%   0.302 CG:3    +
   38    69  0   0.2%   0.373 CG:3    +
   25    44  0   0.2%   0.481 GC:3    +
   39    68  0   0.2%   0.304 AU:3    +
   42    47  0   0.2%   0.060 UA:3    +
   37    70  0   0.2%   0.300 UA:3    +
    1    16  0   0.1%   0.030 UA:3    +
   21    47  0   0.1%   0.610 UA:3    +
   26    43  0   0.1%   0.437 UA:3    +
    8    19  0   0.1%   0.032 GC:3    +
