3 sequence; length of alignment 35
alifold output
    4    22  0  35.2%   1.651 GC:3   
    5    21  0  35.0%   1.624 GC:3   
    3    23  0  32.8%   1.277 CG:3   
    3    26  0  28.0%   1.729 CG:3    +
    4    25  0  27.8%   1.984 GC:3    +
   10    18  0  25.1%   1.721 CG:3    +
    2    27  0  24.6%   1.439 UA:3    +
   11    17  0  23.8%   1.264 UA:3    +
    5    24  0  23.3%   1.911 GU:3    +
    4    16  0  17.0%   1.148 GC:3    +
    5    15  0  17.0%   1.126 GC:3    +
    3    18  0   6.2%   0.686 CG:3    +
    2    19  0   5.7%   0.721 UA:3    +
    2    17  0   5.3%   0.535 UA:3    +
    1    18  0   5.2%   0.525 CG:3    +
   26    35  0   4.5%   1.088 GC:3    +
   27    34  0   4.4%   0.867 AU:3    +
    9    18  0   4.0%   0.896 CG:3    +
    4    10  0   4.0%   0.409 GC:3    +
    5     9  0   3.8%   0.402 GC:3    +
   28    33  0   3.6%   0.481 UA:3    +
    1    26  0   3.2%   0.547 CG:3    +
   26    32  0   3.2%   0.936 GC:3    +
   18    29  0   2.7%   1.262 GC:3    +
   19    28  0   2.7%   0.550 AU:3    +
   27    31  0   2.4%   0.655 AU:3    +
   18    25  0   2.2%   1.497 GC:3    +
    5    10  0   2.0%   0.491 GC:3    +
    4    11  0   1.9%   0.378 GU:3    +
   19    24  0   1.9%   0.817 AU:3    +
    1    14  0   1.4%   0.181 CG:3    +
    2    13  0   1.4%   0.190 UA:3    +
   21    26  0   0.9%   1.006 CG:3    +
   11    18  0   0.9%   1.364 UG:3    +
   15    23  0   0.6%   0.812 CG:3    +
   23    32  0   0.6%   0.607 GC:3    +
   14    24  0   0.5%   0.584 GU:3    +
    9    23  0   0.5%   0.754 CG:3    +
   23    29  0   0.5%   0.655 GC:3    +
    4     9  0   0.5%   0.077 GC:3    +
    6    24  0   0.5%   0.423 AU:3    +
    9    14  0   0.5%   0.291 CG:3    +
   18    32  0   0.4%   1.123 GC:3    +
   19    31  0   0.4%   0.424 AU:3    +
    8    24  0   0.4%   0.432 AU:3    +
    5    25  0   0.4%   1.650 GC:3    +
   16    23  0   0.3%   0.803 CG:3    +
    4    15  0   0.3%   0.276 GC:3    +
   14    29  0   0.3%   0.204 GC:3    +
   11    20  0   0.2%   0.522 UA:3    +
   23    35  0   0.2%   0.566 GC:3    +
   16    26  0   0.2%   0.850 CG:3    +
    5    16  0   0.2%   0.842 GC:3    +
   11    19  0   0.2%   0.663 UA:3    +
   24    33  0   0.2%   0.532 UA:3    +
   10    14  0   0.2%   0.327 CG:3    +
   14    21  0   0.1%   0.499 GC:3    +
   23    34  0   0.1%   0.547 GU:3    +
    2    12  0   0.1%   0.028 UA:3    +
   14    25  0   0.1%   0.543 GC:3    +
    2    18  0   0.1%   0.404 UG:3    +
   10    23  0   0.1%   0.983 CG:3    +
    5    29  0   0.1%   1.279 GC:3    +
    6    28  0   0.1%   0.055 AU:3    +
    5    32  0   0.1%   1.287 GC:3    +
    5    22  0   0.1%   1.274 GC:3    +
    6    31  0   0.1%   0.061 AU:3    +
    2    26  0   0.1%   0.527 UG:3    +
    6    11  0   0.1%   0.092 AU:3    +
   22    26  0   0.1%   0.932 CG:3    +
    3    14  0   0.1%   0.073 CG:3    +
   24    30  0   0.0%   0.508 UA:3    +
   10    26  0   0.0%   1.057 CG:3    +
   18    35  0   0.0%   1.077 GC:3    +
   14    22  0   0.0%   0.494 GC:3    +
   19    34  0   0.0%   0.381 AU:3    +
   17    24  0   0.0%   0.923 AU:3    +
   15    26  0   0.0%   0.835 CG:3    +
   18    22  0   0.0%   1.241 GC:3    +
   23    31  0   0.0%   0.524 GU:3    +
    4    21  0   0.0%   0.555 GC:3    +
    7    11  0   0.0%   0.091 AU:3    +
   14    32  0   0.0%   0.183 GC:3    +
   11    27  0   0.0%   0.846 UA:3    +
    4    32  0   0.0%   1.281 GC:3    +
    4    29  0   0.0%   1.279 GC:3    +
    1    23  0   0.0%   0.222 CG:3    +
   17    31  0   0.0%   0.516 AU:3    +
    5    28  0   0.0%   1.257 GU:3    +
    5    31  0   0.0%   1.266 GU:3    +
   13    31  0   0.0%   0.074 AU:3    +
    2    20  0   0.0%   0.399 UA:3    +
    9    26  0   0.0%   0.807 CG:3    +
   13    28  0   0.0%   0.073 AU:3    +
    5    35  0   0.0%   1.274 GC:3    +
    1     5  0   0.0%   0.003 CG:3    +
   20    28  0   0.0%   0.127 AU:3    +
    6    34  0   0.0%   0.049 AU:3    +
   13    34  0   0.0%   0.067 AU:3    +
    5    11  0   0.0%   0.283 GU:3    +
   14    28  0   0.0%   0.162 GU:3    +
    7    24  0   0.0%   0.371 AU:3    +
   30    34  0   0.0%   0.161 AU:3    +
    2    23  0   0.0%   0.401 UG:3    +
    2    30  0   0.0%   0.751 UA:3    +
   26    31  0   0.0%   0.582 GU:3    +
   18    24  0   0.0%   1.278 GU:3    +
   12    31  0   0.0%   0.020 AU:3    +
   13    24  0   0.0%   0.450 AU:3    +
   23    28  0   0.0%   0.565 GU:3    +
   11    23  0   0.0%   0.898 UG:3    +
    2    14  0   0.0%   0.131 UG:3    +
    4    35  0   0.0%   1.279 GC:3    +
   20    24  0   0.0%   0.512 AU:3    +
   17    34  0   0.0%   0.507 AU:3    +
    4    24  0   0.0%   0.918 GU:3    +
   17    28  0   0.0%   0.512 AU:3    +
    5    34  0   0.0%   1.272 GU:3    +
    2     7  0   0.0%   0.001 UA:3    +
    2    33  0   0.0%   0.751 UA:3    +
   12    24  0   0.0%   0.398 AU:3    +
   11    26  0   0.0%   0.972 UG:3    +
   26    34  0   0.0%   0.670 GU:3    +
   11    30  0   0.0%   0.498 UA:3    +
   14    31  0   0.0%   0.176 GU:3    +
   20    31  0   0.0%   0.052 AU:3    +
    8    28  0   0.0%   0.032 AU:3    +
   11    33  0   0.0%   0.498 UA:3    +
   20    34  0   0.0%   0.024 AU:3    +
    2     8  0   0.0%   0.001 UA:3    +
   12    28  0   0.0%   0.019 AU:3    +
    4    34  0   0.0%   1.278 GU:3    +
    2     6  0   0.0%   0.001 UA:3    +
   14    35  0   0.0%   0.170 GC:3    +
    4    31  0   0.0%   1.275 GU:3    +
    7    28  0   0.0%   0.013 AU:3    +
   14    34  0   0.0%   0.171 GU:3    +
    4    28  0   0.0%   1.273 GU:3    +
   12    34  0   0.0%   0.012 AU:3    +
    7    31  0   0.0%   0.013 AU:3    +
    8    31  0   0.0%   0.031 AU:3    +
   18    28  0   0.0%   0.954 GU:3    +
    8    34  0   0.0%   0.024 AU:3    +
   18    34  0   0.0%   1.068 GU:3    +
    7    34  0   0.0%   0.006 AU:3    +
   18    31  0   0.0%   1.053 GU:3    +
..(((...............)))............
