3 sequence; length of alignment 34
alifold output
    2    13  0  62.2%   0.959 GC:3   
    3    12  0  62.1%   0.952 GC:3   
    1    14  0  54.9%   1.053 CG:3   
   21    32  0  37.8%   1.510 UA:3    +
   20    33  0  37.8%   2.178 GC:3    +
   22    31  0  37.7%   1.587 UA:3    +
   23    30  0  36.3%   1.702 UG:3    +
   19    28  0  28.0%   1.606 AU:3   
   18    29  0  27.8%   1.793 CG:3   
   20    27  0  27.5%   2.116 GC:3   
   24    29  0  23.9%   2.110 UG:3    +
    8    16  0  14.4%   0.904 UA:3    +
    9    15  0  14.4%   0.905 GC:3    +
    7    17  0  14.1%   0.905 CG:3    +
    5    21  0  13.9%   0.828 AU:3    +
    4    22  0  13.7%   0.826 AU:3    +
    8    19  0  13.1%   1.147 UA:3    +
    9    18  0  12.9%   1.146 GC:3    +
    6    20  0  11.4%   0.768 CG:3    +
    3    23  0  11.0%   1.103 GU:3    +
    7    20  0  10.7%   1.315 CG:3    +
    2    24  0   7.9%   0.979 GU:3    +
    2    27  0   6.5%   1.130 GC:3    +
    3    26  0   6.5%   1.247 GC:3    +
   16    28  0   4.5%   0.823 AU:3    +
   15    29  0   4.4%   0.884 CG:3    +
   12    17  0   4.4%   0.990 CG:3    +
   11    18  0   4.4%   0.712 GC:3    +
   17    27  0   4.3%   1.123 GC:3    +
    5    22  0   4.1%   0.941 AU:3    +
    4    23  0   4.0%   0.909 AU:3    +
    1    29  0   3.4%   0.743 CG:3    +
    2    28  0   2.9%   1.082 GU:3    +
    3    27  0   2.7%   1.350 GC:3    +
    3    24  0   2.3%   1.073 GU:3    +
    2     8  0   1.6%   0.201 GU:3    +
    1     9  0   1.5%   0.193 CG:3    +
    3     7  0   1.5%   0.194 GC:3    +
    4    24  0   1.5%   0.879 AU:3    +
   20    26  0   1.4%   0.954 GC:3    +
   21    25  0   1.3%   0.527 UA:3    +
    5    23  0   1.3%   0.946 AU:3    +
   11    21  0   0.9%   0.582 GU:3    +
   10    22  0   0.9%   0.540 AU:3    +
   12    20  0   0.9%   1.051 CG:3    +
   14    33  0   0.9%   0.537 GC:3    +
    9    23  0   0.8%   1.166 GU:3    +
   12    30  0   0.6%   0.594 CG:3    +
   13    29  0   0.5%   0.538 CG:3    +
    5    24  0   0.4%   0.878 AU:3    +
    9    33  0   0.4%   0.752 GC:3    +
    6    30  0   0.4%   0.342 CG:3    +
    7    29  0   0.4%   0.767 CG:3    +
    6    11  0   0.4%   0.063 CG:3    +
   14    28  0   0.3%   0.519 GU:3    +
    2    26  0   0.3%   0.627 GC:3    +
    9    24  0   0.3%   1.074 GU:3    +
   10    23  0   0.3%   0.563 AU:3    +
   15    20  0   0.3%   0.879 CG:3    +
    8    25  0   0.3%   0.660 UA:3    +
   15    30  0   0.2%   0.551 CG:3    +
   13    20  0   0.2%   0.874 CG:3    +
    8    34  0   0.2%   0.673 UA:3    +
   14    21  0   0.2%   0.713 GU:3    +
   11    22  0   0.2%   0.700 GU:3    +
   20    24  0   0.2%   0.994 GU:3    +
   24    30  0   0.2%   1.250 UG:3    +
   23    29  0   0.2%   1.188 UG:3    +
   14    18  0   0.2%   0.775 GC:3    +
   17    33  0   0.2%   0.677 GC:3    +
   23    31  0   0.2%   1.274 UA:3    +
   17    26  0   0.1%   0.646 GC:3    +
   22    30  0   0.1%   0.582 UG:3    +
   13    30  0   0.1%   0.426 CG:3    +
    1    30  0   0.1%   0.533 CG:3    +
   29    33  0   0.1%   1.494 GC:3    +
   22    32  0   0.1%   1.233 UA:3    +
   21    31  0   0.1%   0.420 UA:3    +
    2    33  0   0.1%   0.894 GC:3    +
    2     7  0   0.1%   0.018 GC:3    +
   19    24  0   0.1%   0.676 AU:3    +
   11    15  0   0.1%   0.322 GC:3    +
    9    27  0   0.1%   0.963 GC:3    +
   11    33  0   0.1%   0.271 GC:3    +
   28    34  0   0.1%   0.648 UA:3    +
   18    30  0   0.1%   0.871 CG:3    +
    3    18  0   0.1%   0.378 GC:3    +
    3    22  0   0.1%   0.380 GU:3    +
    7    11  0   0.1%   0.101 CG:3    +
    4    21  0   0.0%   0.014 AU:3    +
    2    18  0   0.0%   0.381 GC:3    +
    3    33  0   0.0%   0.993 GC:3    +
    2    23  0   0.0%   0.385 GU:3    +
    9    21  0   0.0%   0.897 GU:3    +
    9    22  0   0.0%   1.026 GU:3    +
   10    21  0   0.0%   0.289 AU:3    +
    2    15  0   0.0%   0.375 GC:3    +
    6    17  0   0.0%   0.029 CG:3    +
   22    29  0   0.0%   1.133 UG:3    +
    9    26  0   0.0%   0.869 GC:3    +
   26    30  0   0.0%   0.745 CG:3    +
   24    31  0   0.0%   1.152 UA:3    +
    8    20  0   0.0%   1.106 UG:3    +
    7    14  0   0.0%   0.407 CG:3    +
    3    28  0   0.0%   1.083 GU:3    +
    3    21  0   0.0%   0.371 GU:3    +
   19    23  0   0.0%   0.761 AU:3    +
    2    12  0   0.0%   0.077 GC:3    +
   13    17  0   0.0%   0.720 CG:3    +
    3    13  0   0.0%   0.659 GC:3    +
    7    30  0   0.0%   0.642 CG:3    +
    8    29  0   0.0%   0.772 UG:3    +
   11    26  0   0.0%   0.423 GC:3    +
   16    24  0   0.0%   0.674 AU:3    +
    2    22  0   0.0%   0.378 GU:3    +
   21    30  0   0.0%   0.489 UG:3    +
   23    32  0   0.0%   1.258 UA:3    +
   17    23  0   0.0%   0.911 GU:3    +
    9    13  0   0.0%   0.365 GC:3    +
    6    29  0   0.0%   0.391 CG:3    +
    2     6  0   0.0%   0.003 GC:3    +
   11    27  0   0.0%   0.509 GC:3    +
    4     8  0   0.0%   0.068 AU:3    +
   14    27  0   0.0%   0.643 GC:3    +
   10    28  0   0.0%   0.170 AU:3    +
    1    17  0   0.0%   0.397 CG:3    +
   10    24  0   0.0%   0.451 AU:3    +
   17    24  0   0.0%   0.814 GU:3    +
    1    11  0   0.0%   0.066 CG:3    +
    8    14  0   0.0%   0.400 UG:3    +
    8    17  0   0.0%   0.627 UG:3    +
    6    14  0   0.0%   0.352 CG:3    +
   16    23  0   0.0%   0.769 AU:3    +
   11    23  0   0.0%   0.711 GU:3    +
    3    15  0   0.0%   0.364 GC:3    +
   17    22  0   0.0%   0.886 GU:3    +
   16    21  0   0.0%   0.622 AU:3    +
